0,-1
1,0
2,0
3,0
4,3
5,4
6,2
7,5
9,7
8,6
10,9
11,10
12,11
14,12
13,8
15,14
16,15
17,13
18,16
19,17
20,19
21,20
22,18
23,21
24,23
