0,-1
2,0
1,0
3,0
4,3
5,4
6,2
7,5
8,6
9,7
10,9
11,10
13,8
12,11
14,12
15,14
17,13
16,15
18,16
19,17
20,19
21,20
22,18
23,21
24,23
