-1,0
0,0
1,0
2,2
3,1
4,1
5,1
6,2
7,1
8,2
9,1
10,1
11,1
12,1
13,2
14,1
15,1
16,1
17,2
18,1
19,2
20,2
21,2
22,1
23,2
24,2
